ResultResult, Result per Process
1.1760000000000002,package: 0.0; cutting: 1.1760000000000002; assembling: 0.0; stitching: 0.0; energy: 0.0; 
1.1760000000000002,package: 0.0; cutting: 1.1760000000000002; assembling: 0.0; stitching: 0.0; energy: 0.0; 
